date,url,rating,user,opinion
on 25 July 2017,/gp/customer-reviews/R2BHCFUEFCCG7?ASIN=B01DDP7D6W,2.0,Amazon Customer,Poor sound quality.....almost inaudible during calls as well as in speaker mode
on 17 August 2017,/gp/customer-reviews/RWE2X1D50KP0F?ASIN=B01DDP7D6W,2.0,Ruchita das,"Phone works fine, smooth, notification light missing, is a bit large for the palms, but the headphone icon doesn't show up when the headset provided in the package is inserted in the desired jack. I wanna return this! Don't buy from Amazon!"
on 23 September 2017,/gp/customer-reviews/R1IIYL1XY083UR?ASIN=B01DDP7D6W,5.0,Varun Boloor,"The phone looks good, with decent battery life. The touch interface is also smooth and is a good buy in the price range."
on 6 January 2018,/gp/customer-reviews/R2DEEV77XOQOGQ?ASIN=B01DDP7D6W,5.0,Rueben,Yet to use the product.  I am now using it and it is very good product with easy browsing with 2gb speed.  I love it. thanks amazon and samsung. keep it up
on 26 December 2017,/gp/customer-reviews/R3TPJBC6MI2ZT8?ASIN=B01DDP7D6W,4.0,Johnson,Great product for the money paid.Good choice if 16 gb is enough.I wish it had 32gb.Main problem is non-availability of replacement battery.
on 12 August 2017,/gp/customer-reviews/R285MJGYVF743Z?ASIN=B01DDP7D6W,5.0,Renju P Reji,"It is a good product from samsung, worth for money.Decent camera.2 gb ram and 16 gb rom.Overall it's good."
on 15 September 2018,/gp/customer-reviews/R5ZE648IHNFQR?ASIN=B01DDP7D6W,3.0,Heyy,This phone is a bit slow....and rear picture quality isn't  nice according to 13 MP as given in the product description....the display is good...sound quality is awesome...but if you have used J7 series then you might find it less good
on 5 October 2017,/gp/customer-reviews/R2MTQ794VTI88W?ASIN=B01DDP7D6W,5.0,Ganesh,"Good phone with features in low baggage, very nice phone, we are purchased more than 5 sellphone, also recommend to all my friends,But we not received bill, so pls send email my register email id."
on 4 October 2017,/gp/customer-reviews/R1JLFV55IV7RUM?ASIN=B01DDP7D6W,4.0,isaac jefferson,After 3 months of usage. This phone is good for normal users. Camera is average. Display and touch is good. Battery is good for a day. Phone is getting software update frequently from samsung.
on 27 April 2018,/gp/customer-reviews/R3T8RQKQ3N0AKZ?ASIN=B01DDP7D6W,4.0,Om Prakash,Simply Buy If You Want To Upgrade Yourself From Samsung On5 Pro :)
date,url,rating,user,opinion
on 29 January 2018,/gp/customer-reviews/R1PA35WEM2K2KS?ASIN=B01DDP7D6W,5.0,SK Ibrahim,Nice phone
on 2 July 2018,/gp/customer-reviews/R3HIMYKWG2DLRA?ASIN=B01DDP7D6W,1.0,DINO DMONTE,touch screen unresponsive and battery drains out very quickly and phone hangs alot
on 14 August 2018,/gp/customer-reviews/R1ZWMEXWJEHQS4?ASIN=B01DDP7D6W,2.0,Amazon Customer,"Very bad product given by Amazon. I have used this phone for around 11 months now. While charging phone is getting heated also headphone point is not working properly now. Never expected, will get faulty products from Amazon."
on 18 September 2017,/gp/customer-reviews/RVEJE7BD0Y2B0?ASIN=B01DDP7D6W,5.0,Anivesh Saini,Good mobile. working satisfactory till date no issues encountered.
on 5 May 2018,/gp/customer-reviews/R2M589TZJA6UF5?ASIN=B01DDP7D6W,4.0,Dinesh Ranjan Bera,Good one from Samsung but in current market you can get more features in other brand mobile.
on 25 December 2017,/gp/customer-reviews/R17JM25FBY1FFZ?ASIN=B01DDP7D6W,4.0,Yogesh Mehta,Should have given cover for purchase on 10000 Rs
on 26 August 2017,/gp/customer-reviews/R27VI5IVICY44U?ASIN=B01DDP7D6W,1.0,Jeevan B.,Very poor product .getting heated battery driying so fast .if u formate the mobile no guarantees it will start again or not.M so much upset.very poor service by amazon
on 18 April 2017,/gp/customer-reviews/R10AWXAVARXRM4?ASIN=B01DDP7D6W,1.0,Dimple,Complete waste of money!! The problems started just after a few days of using the phone!! Touch not al that good!! Media issues!! Charging issue!! And lastly it stopped detecting my network too!! Please dont go for this phone..
on 25 October 2017,/gp/customer-reviews/R24XMGEVI4H75E?ASIN=B01DDP7D6W,4.0,Mire Pb,Great budget phone! Best in the market for a known brand like Samsung. Using for over 6 months and I really like it.
on 23 March 2018,/gp/customer-reviews/R7Y683BA3561S?ASIN=B01DDP7D6W,1.0,Amazon Customer,Display is not working after delivery. Not able to return the product back to amazon.  Now sitting in Samsung office for more than a week. Time waste money waste reputation waste.
date,url,rating,user,opinion
on 28 September 2018,/gp/customer-reviews/R3T7D5CLUHFS44?ASIN=B01DDP7D6W,3.0,Pavithra,I bought this for my grand mother and the sound output is very poor even for us to hear. Requires headphones.
on 14 October 2017,/gp/customer-reviews/RC0A1V5VZO3SZ?ASIN=B01DDP7D6W,5.0,senthel kumar,"Samsung on7 pro mobile good condition ok and battery backup checking morning 6:0am to 10:0pm battery 100% - 20% comming mobile is very good by S SENTHEL KUMAR, Nagari ,"
on 14 August 2018,/gp/customer-reviews/R2LMXELF2MLRHN?ASIN=B01DDP7D6W,4.0,Sambit chaudhuri,"Resolution should be better,touch is little slow.otherwise good product"
on 26 December 2017,/gp/customer-reviews/R3U22VL0LYEM3B?ASIN=B01DDP7D6W,5.0,Darshan Jani,Mobile is very good as per look.speed of touch is good.camera result os ossem and very high result.ram is also very good.over all at this prize mibile is very good buy it.
on 9 December 2017,/gp/customer-reviews/RKGKHBJS23RLU?ASIN=B01DDP7D6W,5.0,Sourav,Very good ram and storage it has a ram of 2gb and storage of 8gb it is a all round phone 13mp of  primary camera
on 6 January 2018,/gp/customer-reviews/R3U4DDKAOBG7LN?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good price phone
on 8 May 2018,/gp/customer-reviews/R3RKBR43QGR0LH?ASIN=B01DDP7D6W,2.0,jaideep,"Tft display,  outdated android and heavy weight make it a deal braker. Better to go with j2 pro or j5 16 that come around d same price bracket."
on 1 October 2018,/gp/customer-reviews/R2B6PV363G1VP4?ASIN=B01DDP7D6W,5.0,Preeti K,M still using this phone... and it has been a year... no heating no issue... one of d best phones u can find at this price point
on 15 August 2017,/gp/customer-reviews/R1MW8KTLR1OKRZ?ASIN=B01DDP7D6W,1.0,sunil,"worst of mpney ...i used this phone before 4 mnth fuction is very slow,,phone hang probloum...and in this phone network issue i am insert this phone 2 sim but only 1 is open 2nd is always switch off"
on 21 July 2017,/gp/customer-reviews/R27Y9LXEW1DNL0?ASIN=B01DDP7D6W,5.0,Amazon Customer,Good product received. Worth the offer
date,url,rating,user,opinion
on 26 September 2017,/gp/customer-reviews/RP6197ULCCWRQ?ASIN=B01DDP7D6W,5.0,krunal,awesome phone for a price.
on 27 January 2017,/gp/customer-reviews/R1IYA297W5RTN5?ASIN=B01DDP7D6W,5.0,Rakesh C.,"great product in such price, only drawback is it has TFT display & DDR2 Ram which is old version. Overall good performance also thankful to samsung that they has launch this phone only for india."
on 19 January 2018,/gp/customer-reviews/R3JDJ0LCE66M9L?ASIN=B01DDP7D6W,5.0,vamsi,Nice product
on 27 January 2018,/gp/customer-reviews/RLT1R1LVUXD2B?ASIN=B01DDP7D6W,5.0,Amit M.,Spend device.  Very nice deal. In price 7490 it is awesome
on 2 September 2017,/gp/customer-reviews/R1OV9V802SI0LE?ASIN=B01DDP7D6W,3.0,arka,selfie camera is very poor. it captures hazy pictures. after 5 it starts to hang . but overall nice.
on 21 October 2017,/gp/customer-reviews/R1IJML8Y06NM04?ASIN=B01DDP7D6W,4.0,Sharanya,Great product.. Far better than modern smartphones in less budget...Awesome delivery results and fiund in good condition..
on 11 February 2018,/gp/customer-reviews/R29Y87NHP8LIJ1?ASIN=B01DDP7D6W,1.0,Prabhakar MattiAmazon Customer,Too worst after 6 months its not working properly .when calling call not going ..it sait system not working properly try again ..auto.swich off- on .i bought 3 mobiles on 7 pro for my friends.all are sama problem.....my kind request to amazon not by this product
on 29 July 2017,/gp/customer-reviews/RY9YBLZV5USCU?ASIN=B01DDP7D6W,5.0,Subbarao,"First of all,I would appreciate prompt and speedy service by Amazon.I have no issues with the received item.Its working fine."
on 1 March 2018,/gp/customer-reviews/R1O6PAHDECQQIZ?ASIN=B01DDP7D6W,1.0,Ashutosh S.,First time am giving such a bad review. I have ordered this phone 2 time. Headphones came with the first order and in second order the executive told me that it is not included.... not acceptable
on 28 December 2017,/gp/customer-reviews/R3915YXU6M7K6Q?ASIN=B01DDP7D6W,5.0,PRADIPTA MISHRA,Nice
date,url,rating,user,opinion
on 23 August 2017,/gp/customer-reviews/RGEB1BPBQ1LAN?ASIN=B01DDP7D6W,1.0,Nishtha,I think phones purchased online are always substandard. Playstore doesn't work with wifi and works only on Mobile data! Typing has a serious lag! Whatever I type is visible on screen only after at least 40 seconds of time lag! So I literally do the typing by guesswork. Very bad quality seriously!
on 5 February 2018,/gp/customer-reviews/RVDHMF52O3D0B?ASIN=B01DDP7D6W,1.0,Priyanka G.,"I ordered  this model with exchange and after opening it found that it's nothing more than a toy! The sim slots weren't here working, touch was not working and the most special thing was after 1st time battery charging it wasn't taking charge anymore."
on 16 December 2017,/gp/customer-reviews/RU537EPINSRFH?ASIN=B01DDP7D6W,1.0,Deepraj,This model has a problem with the display. It blinks when you select minimum brightness. So you have to keep it in medium brightness to keep the display stable.
on 9 June 2018,/gp/customer-reviews/R3E1H4R8CZAY2C?ASIN=B01DDP7D6W,3.0,Sri,Good  one but inprove  the battery  storage  capacity it is getting  shutdown while the charging is at 15%
on 27 September 2017,/gp/customer-reviews/R223O1CZQ8G70B?ASIN=B01DDP7D6W,5.0,Chappi,Good budget mobile.No problems detected yet.I have dropped few times but still works good.
on 6 May 2018,/gp/customer-reviews/R218R716N0R8S4?ASIN=B01DDP7D6W,5.0,Amazon Customer,YouTube video  uploading speed is very fast. I have Samsung prime also .but it's best one for YouTube uploading
on 14 October 2017,/gp/customer-reviews/R1O5DXJ9ZOE7TW?ASIN=B01DDP7D6W,4.0,Sk kayum,Otg supposed.sd not moving...only phones memory..Display very poor quality....very bad
on 4 October 2017,/gp/customer-reviews/RYDY89RMOZ233?ASIN=B01DDP7D6W,4.0,Joydip Mitra,A very fine quality product with reasonable price.
on 24 January 2018,/gp/customer-reviews/R39EUZ2E8SXH81?ASIN=B01DDP7D6W,4.0,Amazon Customer,GB 16 after updating good2gb ram goodCamara goodEverything goodBut delivery is bad.I think 3days deliveryBut 5days deliverd.
on 12 September 2018,/gp/customer-reviews/R238ZLQN2CTP1C?ASIN=B01DDP7D6W,5.0,Amazon Customer,Found its better than my J7 in terms of better sound quality. The processor speed does not make much of a perceptible difference
date,url,rating,user,opinion
on 11 October 2017,/gp/customer-reviews/RVE64JZU6WG3I?ASIN=B01DDP7D6W,2.0,Makda Murtaza,Very bad mobile the back camera is very bad in night the camera is taking very bad photos i think this is duplicate mobile
on 6 October 2017,/gp/customer-reviews/R3D6JFLC9F037T?ASIN=B01DDP7D6W,5.0,SANOJ VERMA,Amazon is no1 online system I received only after 24 hours my ordered product from Amazon I love AmazonI bought on7 pro this is the best phone and best experience very good 2gb ram Heavy battery use 3000 mah battary and 13/5 Camera and all performance is very good thanks samsung
on 3 October 2018,/gp/customer-reviews/R3ADHYYHYGOC0V?ASIN=B01DDP7D6W,3.0,Anil A.,1. Camera is defective. Images are vertically stretched. 2. Download problem. Playstore is not working. Poor functioning.Contacted to samsung authorized retailer. He tried but remarked the item as defective.
on 10 August 2017,/gp/customer-reviews/R1EZ2WK1JJ2S8T?ASIN=B01DDP7D6W,1.0,Amazon Customer,this product is not good becauce zero level brightness is display blinking and battery backup is not good i replace this product
on 10 December 2017,/gp/customer-reviews/R3F31DGAZFU4XU?ASIN=B01DDP7D6W,5.0,Ketan patil,Awesome product.But ordered 1 month before and after contacting care it was informed that the parcel is lost. And needs to order it again after 15 days. When ordered again it took 15 days to reach. So I purchased Moto e4plus on Flipkart and was delivered next day.
on 2 August 2018,/gp/customer-reviews/R63BHYP2BO7PK?ASIN=B01DDP7D6W,1.0,Harry,the product was a horrible one. it was not that one which  was printed in package...inspection done...that guy told that it will be replaced within 48 working hrs. bt. after passing of almost 72 hrs...NO ACTION from amazon...
on 7 September 2017,/gp/customer-reviews/RG3GJB4E7FYYZ?ASIN=B01DDP7D6W,5.0,abinash sagar,Good phone good speedSelfi came is goodNormal used 1 chargeMedium used 2 charge
on 3 April 2018,/gp/customer-reviews/R217BUM90R2N9E?ASIN=B01DDP7D6W,3.0,Milind Mulay,"The pack didnt come with earphones, which was surprising, because is purchased Samsung On Pro 5 on the same day, and that came with earphones..."
on 18 June 2017,/gp/customer-reviews/REB2ZKDL5ZO21?ASIN=B01DDP7D6W,5.0,naveen a v,"Good phone nice sound, good display,"
on 9 November 2017,/gp/customer-reviews/R13VHM1NRBKAP4?ASIN=B01DDP7D6W,3.0,renukamishra,I received defective piece and Amazon engineer come and could not repair it and he also can not take my phone back at the end I have to repair it
date,url,rating,user,opinion
on 1 October 2017,/gp/customer-reviews/R1EVGUS661422Y?ASIN=B01DDP7D6W,3.0,pawan kumar,This product best suits requirement of an unemployed Indian youth takes around 13-14 for charging and gets drained in the same time. Front camera is actually an inferior work of samsung. ...
on 11 June 2018,/gp/customer-reviews/R2QREIIZ9Y5MRD?ASIN=B01DDP7D6W,5.0,Kevin Craig,Good product. Nice features and big screen for reading and playing games. Thanks Amazon.
on 17 October 2017,/gp/customer-reviews/R1QDBQ0WBUNTLK?ASIN=B01DDP7D6W,4.0,Amazon Customer,I had bought this phone for my father awesome phone and execilent delivery by Amazon.
on 27 August 2017,/gp/customer-reviews/R2ET8K0I6FFQ8A?ASIN=B01DDP7D6W,3.0,narender reddy,Intime delivery by amazon. Nicely packed and good product by the way.  Satisfied for the amount paid. Thank u samsung for selling products in all the ranges of money.
on 14 May 2018,/gp/customer-reviews/RBMWPRZQO5Q27?ASIN=B01DDP7D6W,5.0,NAVEEN JAMWAL,the product is nice and and no issue with quality excellent
on 19 May 2018,/gp/customer-reviews/R33QDKJL3VBWPY?ASIN=B01DDP7D6W,1.0,Bhagath Yadav,I buy 3 months back now the charging is not working properly and too much heat also producing.Unable to take screen shot for banking app messages.
on 9 July 2018,/gp/customer-reviews/R39KBOJMJ7RW5K?ASIN=B01DDP7D6W,3.0,Amazon Customer,Products quality is good on this range I brought it 6990 but front camera is not good battery backup is only 2 house  net use and hours on watching vedioand playing game no latest anroid
on 26 January 2018,/gp/customer-reviews/R17P3RDXY9LKPF?ASIN=B01DDP7D6W,3.0,Murthuza Ali Hussainy,Display is below average. Lags in small games. Camera is just Ok. Don't buy it in 2018. You'll be better going for some other alternative. Charging time too long...
